id,release_id,reviewed_at,decision,model_alt_text,model_confidence,model_confidence_explanation,model_review_triggers,final_alt_text,final_confidence,final_confidence_explanation,final_review_triggers
674,d5bd21c1-1877-4ff0-b4ba-e30b76f2521b,2026-07-11 21:28:35.751,deny,"Album cover featuring seven people in 1980s-style outfits against a light gray background, surrounded by colorful balloon-like shapes. Large stylized ""Pulsallama"" text in red/orange appears above them with floating green/blue/pink balloons and the ""Modern Harmonic MH-8216"" label visible top-right.",1,,,Seven woman in 1980s-style outfits with champagne glasses and bottles on a light gray background with colorful balloon-like shapes,1,,
675,d35239df-4d5c-4afa-b8bf-664c19fb3370,2026-07-11 21:32:16.121,deny,"A sepia-toned illustration of an elderly person with long, textured dreadlocks styled in a turban, wearing a rugged, rope-like garment. Text at the top reads ""CONGO NATTY ANCESTORZ [ROOTZ OF JUNGLE]"" in bold white lettering; below are illegible script characters.",1,,,"Sepia-toned image of elderly person with long dreadlocks and white beard styled in a turban, wearing a rugged, rope-like garment.",1,,
262,8c1a4683-d234-42e0-bc55-b6d2207034d2,2026-07-07 10:58:03.011,confirm,"A grid of circular photographic portraits showcasing diverse flowers in vivid hues including purple, pink, orange, and yellow.",1,,,"A grid of circular photographic portraits showcasing diverse flowers in vivid hues including purple, pink, orange, and yellow.",1,,
279,5ed8c425-58c4-44bb-9546-db126907b38c,2026-07-07 11:19:53.164,deny,"Abstract album cover featuring scattered hand-drawn lines and dots in red, green, blue, yellow, and purple on an off-white background; includes faint numerical marks ('199', '90') and a vertical stack of multicolored squares.",1,,,"Scattered hand-drawn scribbles in red, green, blue, yellow, and purple on an off-white background.",1,,"[""ambiguous main visual element""]"
676,4610523f-7858-41b3-8ae4-9c1d5c71b440,2026-07-11 21:34:03.686,deny,"Abstract blue-purple gradient background with swirling black line art; stylized text ""numün"" (with umlaut) and ""book of beyond"" in white on the upper right.",1,,,"Abstract blue-purple gradient background with swirling black line art; stylized text ""numün"" and ""book of beyond"" in white.",1,,
291,fe73d00a-5597-44cf-93f8-a2706a71a151,2026-07-07 11:28:55.475,deny,"A white-framed window with six panes displays a monochrome image of a classical statue, showing the figure's face, draped torso, and detailed background textures.",1,,,"White-framed window pane displays monochrome classical statue figure. Shows figure's face, draped torso, and feathered wings.",1,,"[""ambiguous main visual element""]"
295,519a4540-bbe3-48b0-af61-1e9a4e03fb8e,2026-07-07 11:31:06.87,deny,"A central abstract geometric structure in white lines dominates a textured dark blue background, surrounded by smaller stylized line drawings of figures and symbols.",1,,,"Central abstract geometric structure in white lines over a textured dark blue background, surrounded by smaller white lines",1,,
677,65ac3f6c-72b0-45bd-a0f9-cac2c22955bc,2026-07-11 21:35:46.606,deny,"Album cover features a photo of a bald man in a white tank top holding a glass, with palm trees visible behind him. Text displays ""HAL LAMBERT & MITCHELL MOBLEY"" and ""THE A-Z OF BULLSHIT"" on an orange background.",1,,,Small square frame with a bald man in a white tank top holding a glass with palm trees in back. Yellow cover with text around.,1,,
305,08da0f65-23c2-4d88-a805-73cc249ed0a2,2026-07-07 11:37:48.15,deny,"A monochrome etched illustration shows a figure with tangled hair surrounded by root-like structures, with a large hand reaching upward; top-right text reads 'ANNA VON HAUSSWOLFF LIVE AT MONTREUX JAZZ FESTIVAL' on black.",1,,,Figure with tangled hair surrounded by root-like structures with large hand silhouette reaching upward and white hole behind it.,1,,"[""ambiguous main visual element"", ""highly abstract artwork""]"
678,5dc7be59-4078-4ac1-9814-e61ca63d5368,2026-07-11 21:39:09.307,deny,"Black-and-white photograph of a grand train station interior featuring a large arched grid window above an entrance with ""TO ALL TRAINS"" text, flanked by stone pillars under a vaulted ceiling.",1,,,"Black-and-white photo of a grand train station interior with a large arched grid window, and “TO ALL TRAINS” above the entrance.",1,,
339,4c5f3ca8-12df-4ae6-a906-aa12b9b62bb2,2026-07-07 11:59:35.681,deny,"A minimalist black background features a central abstract white crystalline formation resembling clouds or ice, with the text ""ACTS OF FAITH"" centered below in small light gray serif type.",1,,,"Central abstract white crystalline formation against black background,  with the text ""ACTS OF FAITH"" centered below.",1,,"[""ambiguous main visual element""]"
319,981bbf72-c69e-4b54-b615-27c48b96e723,2026-07-07 11:47:53.227,deny,"Red album cover with a central rectangular tag featuring ""NAKED NUDES"" in hand-drawn black text on blue-purple gradient paper; vertical side text reads ""BRÖTZMANN/LEIGH/LONBERG-HOLM"" and ""BRÖTZ 80TH AT ADA 2021"". The tag has a small hole at the top.",1,,,"Red background with a central rectangular tag featuring ""NAKED NUDES"" in handwritten black and vertical side text in white.",1,,
328,985a45cc-d18e-43c0-912e-3567f83cca11,2026-07-07 11:53:49.159,deny,"A turquoise rectangular album cover on a brown textured background features decorative black script at the top and a colorful inset depicting stylized human figures in warm tones; overall hand-drawn, illustrative style.",1,,,Turquoise rectangle with smaller rectangle of painted human-like figures; brown textured background behidn turquoise rectangle,1,,"[""ambiguous main visual element""]"
680,102c50af-7432-45e9-a0f0-2ac74041483e,2026-07-11 21:43:39.866,deny,"Abstract painting of vibrant geometric shapes in red, yellow, pink, purple, green, blue, orange, gray, and black; ""WATER DAMAGE"" text in white sans-serif font on a central black block.",1,,,"Painting of 9 square grids in red, yellow, pink, purple, green, blue, orange, gray, and black. ""Water Damage"" on black square.",1,,
561,407eb5f7-7f2c-4e6e-b427-60950899dfee,2026-07-07 18:00:25.457,deny,Black-and-white photographic cover shows two people standing among tall trees and dense foliage in a forested setting; the image has a grainy texture typical of analog photography.,1,,,Monochrome photograph of two people standing among tall trees and dense foliage.,1,,
351,0b0d2166-8d8a-4397-9897-997774973574,2026-07-07 13:25:40.705,deny,"Top text reads ""Poison Ruïn"" with decorative roses flanking the title. Below are two black-and-white photographs showing a hooded figure holding weapons; left shield has peace sign, right features yin-yang design. Each photo is labeled with ""i"".",1,,,"Two black-and-white photos of a hooded figure with weapons; one shield has a peace sign, the other a yin-yang symbol.",1,,"[""unclear visual focus""]"
681,a6bd9e90-e540-4680-986c-277b10f595bf,2026-07-11 21:45:10.085,deny,"Black-and-white photographic album cover featuring a person in a dark jacket, wide-brimmed hat, and patterned scarf standing against a tiger-striped fabric backdrop with visible grain.",1,,,"Black-and-white photo of a person in a dark jacket, wide-brimmed hat, and patterned scarf stand against a tiger-striped fabric.",1,,
358,737a32de-7e44-49d0-9e00-c6dacaf38f21,2026-07-07 13:32:18.743,deny,"Red album cover featuring ""TORO Y MOI"" and ""MAHAL PRESENTS"" in bold white typography. Central rounded photograph shows a colorful jeepney on sandy ground with the Golden Gate Bridge visible in the background, and one person wearing red clothing seated on the vehicle.",1,,,Rounded photo of a person on a jeepney with the Golden Gate Bridge; red background with artist and album text.,1,VLM focuses on the red background and text rather than the photo.,"[""unclear visual focus""]"
682,f2a74431-e5fc-4864-969a-3560a6fe1eac,2026-07-11 21:46:32.936,deny,"Album cover features a dancer in a white headwrap and dark top with flowing purple fabric; background musicians on stage. Text reads ""ANGEL BAT DAWID"" (blue) and ""REQUIEM FOR JAZZ"" (red) against dark backdrop.",1,,,A dancer in a white headwrap and dark top with flowing purple fabric; background musicians on stage.,1,,
383,a5b9a0ed-215f-4bd8-8951-8eb6f20d89ce,2026-07-07 13:52:08.803,deny,"Abstract digital artwork featuring swirling metallic purple and orange patterns on a black background. Light blue text ""LOOP"" appears top right with smaller ""SONANCY"" below it.",1,,,Abstract digital artwork featuring swirling metallic purple and orange patterns on a black background.,1,,
381,05b81a25-1a55-4949-b21c-1d657892caf6,2026-07-07 13:50:59.908,deny,"Album cover with abstract hand-drawn brushstroke designs in black and red on a white background; expressive fluid lines form fragmented, organic shapes without legible text.",1,,,"Abstract hand-drawn brushstroke designs in black and red on a white background resembling a face with an upturned nose, red lips.",1,,"[""ambiguous main visual element"", ""highly abstract artwork""]"
509,af96cde2-28b8-4f02-8852-daaee835da05,2026-07-07 15:56:21.013,deny,"A monochrome abstract album cover featuring a grainy, swirling black-and-white spiral pattern dominating the center; bold text at the top reads ""drop nineteens"" in sans-serif type.",1,,,"Grainy, swirling black-and-white spiral pattern dominating the center; bold text at the top reads ""drop nineteens"".",1,,
370,231b6ccd-26be-4714-b05f-c6c1cec6d854,2026-07-07 13:42:34.041,deny,"Album cover displaying ""OMONOLITH"" formed by human figures in various poses creating each letter; colorful clothing forms collaged typography against a textured light gray background.",1,,,"Displays ""OMONOLITH"" formed by human figures in various poses. Textured light gray background.",1,,
